property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Transfer_flag,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket
44602,-37.682993,145.110535,202 Plenty River Drive,GREENSBOROUGH,6310000,house,2014,4,2,3,SC_062,4.125,19985,2.342,37.86666666666667,0,hospital_075,2.498,S_051,2.243
63135,-37.834964,145.241895,9 Eden Avenue,HEATHMONT,5220000,house,2013,4,1,1,SC_032,2.727,19871,0.775,45.90909090909091,0,hospital_179,2.048,S_139,2.371
26436,-37.574458,144.91697,3/354 Grand Boulevard,CRAIGIEBURN,5850000,house,2016,3,2,2,SC_005,0.307,40221,3.831,45.92857142857143,0,hospital_104,8.492,S_178,2.644
96398,-38.00233078,145.2768097,10 Ashcroft Close,HALLAM,4950000,house,2009,3,2,1,SC_077,2.52,19885,1.823,58.54545454545455,0,hospital_069,3.968,S_212,1.014
72661,-37.856409,145.2713782,1 Catesby Court,BORONIA,7360000,house,2013,3,2,2,SC_049,5.327,19869,1.229,53.0,0,hospital_002,0.3,S_024,1.3
32903,-37.741444,145.017824,5 Wymbir Avenue,PRESTON,8400000,house,2015,3,1,2,SC_047,1.146,20012,1.554,27.0,0,hospital_035,2.546,S_084,1.403
39216,-37.750862,145.041109,37 Griffiths Street,BELLFIELD,9860000,house,2010,3,1,2,SC_047,1.667,19934,1.812,25.076923076923077,0,hospital_090,0.798,S_219,1.936
93885,-38.067072,145.127141,3 Sandalong Court,BONBEACH,8016000,house,2010,3,2,3,SC_070,5.406,19859,0.799,51.23529411764706,0,hospital_096,9.035,S_077,1.726
55175,-37.846573,145.093812,19 Braeside Avenue,CAMBERWELL,32100000,house,2016,4,2,1,SC_042,3.431,19849,1.294,33.714285714285715,0,hospital_089,1.208,S_112,2.212
44831,-37.690806,145.104343,3 Goonyah Court,GREENSBOROUGH,11250000,house,2016,3,2,2,SC_062,4.661,19985,1.503,37.86666666666667,0,hospital_075,1.6,S_210,1.378
40913,-37.69964981,145.0758514,6 Carolyn Crescent,BUNDOORA,6080000,house,2008,3,1,1,SC_062,5.407,19984,1.44,33.86666666666667,0,hospital_041,1.457,S_155,1.852
86975,-37.923145,145.00368,65 Champion Street,BRIGHTON,24300000,house,2015,5,3,2,SC_046,3.546,19951,1.102,22.0,0,hospital_156,1.654,S_009,1.118
80268,-37.990271,145.169334,42 Narellan Drive,KEYSBOROUGH,3200000,house,2013,4,1,1,SC_057,0.445,19889,2.368,50.57142857142857,0,hospital_096,0.402,S_079,0.415
6212,-37.795222,144.830131,15 Hampshire Road,SUNSHINE,9814000,house,2016,3,1,1,SC_102,1.467,20021,0.782,25.666666666666668,0,hospital_174,1.963,S_080,1.535
50912,-37.793788,145.123274,18 Eildon Street,DONCASTER,8240000,house,2014,5,3,2,SC_091,0.783,20042,2.836,30.441176470588236,0,hospital_117,2.154,S_188,0.758
78042,-37.929564,145.197519,4 Renee Close,MULGRAVE,9810000,house,2015,4,2,2,SC_073,2.786,19891,4.274,45.95652173913044,0,hospital_161,1.699,S_067,1.069
73305,-37.861913,145.266593,221A Scoresby Road,BORONIA,4104000,house,2016,3,2,2,SC_049,5.145,19869,1.572,53.0,0,hospital_002,0.731,S_024,1.581
55918,-37.83364868,145.0752411,708 Riversdale Road,CAMBERWELL,8320000,house,2008,2,1,3,SC_099,1.833,19851,0.492,29.714285714285715,0,hospital_168,2.251,S_160,0.402
63671,-37.797923,145.287444,17 Landale Avenue,CROYDON,15824000,house,2010,5,3,2,SC_022,0.405,19878,0.663,50.63636363636363,0,hospital_164,3.008,S_055,0.462
46512,-37.696575,145.161244,12 Nathan Road,ELTHAM,10850000,house,2013,3,2,2,SC_051,2.553,19987,2.229,44.0,0,hospital_075,4.969,S_194,2.071
3119,-37.81723785,144.8926392,22 Simpson Street,YARRAVILLE,6320000,house,2009,2,1,1,SC_043,3.793,19996,0.284,15.545454545454545,0,hospital_056,2.743,S_201,1.896
20879,-37.76241302,144.9671326,25 Hardy Street,BRUNSWICK,14420000,house,2009,4,3,0,SC_030,3.66,19967,0.582,23.0,0,hospital_144,0.778,S_074,1.034
23764,-37.638593,144.905381,7 Cramond Place,GREENVALE,8250000,house,2015,4,2,3,SC_072,2.009,40220,2.647,41.92857142857143,0,hospital_104,1.89,S_211,2.077
84490,-37.874351,144.993343,18 Albion Street,BALACLAVA,11760000,house,2015,3,2,1,SC_015,1.276,19955,0.24,15.0,0,hospital_009,0.995,S_133,0.153
47738,-37.81193,145.043309,102 Edgevale Road,KEW,9520000,house,2015,2,1,0,SC_083,1.168,19903,1.186,22.875,0,hospital_064,0.568,S_208,1.13
38858,-37.774595,145.037582,35 Rockbeare Grove,IVANHOE,10800000,house,2010,4,2,2,SC_001,0.831,19932,0.089,21.076923076923077,0,hospital_039,1.386,S_219,0.795
2537,-37.808061,144.88285,83 Chirnside Street,KINGSVILLE,12016000,house,2010,3,2,0,SC_043,2.469,20023,0.729,19.6,0,hospital_056,1.688,S_201,1.562
51882,-37.80198669,145.174118,3 Fink Court,DONVALE,7176000,house,2008,5,3,2,SC_002,1.95,19899,2.073,36.592592592592595,0,hospital_034,1.295,S_202,2.447
30349,-37.781278,144.992493,7 Rucker Street,NORTHCOTE,12000000,house,2014,4,2,3,SC_008,3.944,20019,0.216,17.076923076923077,0,hospital_035,2.451,S_200,2.269
30797,-37.751232,144.987306,157 Miller Street,THORNBURY,7362000,house,2016,2,1,2,SC_103,1.828,20014,1.079,23.0,0,hospital_144,1.485,S_105,1.437
83029,-37.8913765,145.2535858,13 Lloyd Street,KNOXFIELD,4950000,house,2007,3,2,2,SC_049,4.813,19868,3.816,55.0,0,hospital_049,4.1,S_027,2.065
41440,-37.734712,145.065412,101 Ellesmere Parade,ROSANNA,14420000,house,2016,4,2,2,SC_017,2.359,19936,0.911,27.9375,0,hospital_090,2.006,S_100,2.735
35828,-37.67736435,145.0387726,1 Sylvia Court,THOMASTOWN,3900000,house,2008,4,1,1,SC_062,5.013,20007,2.183,38.083333333333336,0,hospital_041,2.646,S_228,1.986
72354,-37.852714,145.262163,39 Victoria Road,BAYSWATER,11820000,house,2015,3,2,2,SC_032,5.328,19870,1.331,49.90909090909091,0,hospital_002,0.612,S_139,1.162
44561,-37.708596,145.096713,2/130 Nell Street,GREENSBOROUGH,10832000,house,2016,3,1,2,SC_017,5.807,19985,1.14,37.86666666666667,0,hospital_075,0.894,S_020,0.525
11833,-37.721834,144.82366,38 Campaspe Crescent,KEILOR,4521000,house,2011,4,2,2,SC_107,1.556,20001,2.762,36.05882352941177,0,hospital_005,4.375,S_222,1.884
83027,-37.888817,145.241437,13 Frudal Crescent,KNOXFIELD,8580000,house,2016,3,1,2,SC_073,5.247,19868,4.794,55.0,0,hospital_002,4.394,S_027,1.363
512,-37.804228,144.885742,193 Pilgrim Street,SEDDON,5640000,house,2010,3,1,2,SC_043,2.435,20023,0.272,19.6,0,hospital_056,1.236,S_201,1.146
29910,-37.76494,145.002821,30 Salisbury Grove,NORTHCOTE,7300000,house,2011,2,1,2,SC_103,2.824,20015,0.516,21.0,0,hospital_035,0.497,S_105,1.546
95453,-37.907869,145.051338,3 Collins Street,ORMOND,20410000,house,2014,5,2,2,SC_041,2.652,19941,1.153,35.5,0,hospital_159,2.1,S_107,1.531
38524,-37.770966,145.044801,10 Young Street,IVANHOE,2900000,house,2010,3,1,1,SC_001,0.431,19933,0.237,22.529411764705884,0,hospital_039,1.496,S_219,0.406
76855,-37.910346,145.125077,44 Koonawarra Street,CLAYTON,7600000,house,2015,3,1,1,SC_087,4.533,19915,1.645,38.77777777777778,0,hospital_065,0.941,S_169,1.826
75623,-37.897558,145.077872,11 Carlisle Crescent,HUGHESDALE,12000000,house,2011,2,1,1,SC_087,1.069,19918,0.299,31.85185185185185,0,hospital_166,2.476,S_167,1.068
8394,-37.7667181,144.7824694,3 Gurrin Road,CAIRNLEA,5918000,house,2011,4,2,2,SC_102,4.82,20003,2.596,31.058823529411764,0,hospital_057,2.903,S_159,1.122
51480,-37.790083,145.136011,5 Anembo Court,DONCASTER,15895000,house,2015,3,2,2,SC_091,0.943,19897,3.442,35.421052631578945,0,hospital_194,2.612,S_188,1.111
21547,-37.759038,144.970489,77 Mitchell Street,BRUNSWICK,8560000,house,2011,3,1,1,SC_030,3.464,19967,0.897,23.0,0,hospital_144,0.307,S_074,1.512
39624,-37.7029909,145.0528434,13 Mt Cooper Drive,BUNDOORA,11680000,house,2010,4,2,2,SC_047,4.427,19984,2.866,33.86666666666667,0,hospital_037,0.414,S_155,0.51
69833,-37.8708725,145.0809021,27 Ambon Street,ASHBURTON,4560000,house,2009,3,1,0,SC_042,1.178,19847,0.304,36.714285714285715,0,hospital_098,0.848,S_112,1.233
27012,-37.607912999999996,144.938832,46 Whitley Crescent,CRAIGIEBURN,3105000,house,2015,3,2,2,SC_110,1.088,40221,0.786,45.92857142857143,0,hospital_104,5.032,S_005,1.141
13386,-37.69862366,144.7568359,7 Answer Cl,SYDENHAM,6171000,house,2008,4,2,2,SC_048,4.054,20000,1.553,39.05882352941177,0,hospital_057,8.556,S_163,0.658
42302,-37.766238,145.063578,49 Outlook Drive,EAGLEMONT,21040000,house,2010,4,3,2,SC_017,1.245,19934,0.898,25.076923076923077,0,hospital_046,1.003,S_100,0.896
56085,-37.855453,145.116465,1/203 Highbury Road,BURWOOD,4610000,house,2012,3,1,1,SC_042,3.278,19840,2.057,27.933333333333334,0,hospital_089,1.973,S_097,1.604
70905,-37.875684,145.101518,85 Power Avenue,CHADSTONE,6100000,house,2010,3,1,0,SC_042,0.899,19840,0.957,27.933333333333334,0,hospital_098,1.956,S_112,1.234
95339,-37.902042,145.051764,26 Wimmera Street,ORMOND,19200000,house,2015,4,1,2,SC_041,2.018,19941,1.075,35.5,0,hospital_159,2.607,S_015,1.65
29197,-37.77051163,144.9879303,10 Osborne Street,NORTHCOTE,7600000,house,2009,5,2,2,SC_103,3.657,20016,0.65,20.076923076923077,0,hospital_035,1.946,S_138,2.342
52507,-37.82512,145.000991,176 Mary Street,RICHMOND,10600000,house,2012,4,2,0,SC_038,1.835,19907,0.373,6.0,0,hospital_122,0.615,S_076,1.792
6633,-37.77973175,144.8183899,33 Hutchinson Street,ALBION,5475000,house,2009,3,1,0,SC_102,1.367,20004,0.602,28.058823529411764,0,hospital_174,1.264,S_080,1.311
52282,-37.81744385,145.0063477,13 Murphy Street,RICHMOND,10400000,house,2009,3,1,1,SC_038,2.58,19906,1.131,12.774193548387096,0,hospital_122,0.372,S_076,1.288
77016,-37.926109,145.10978,86 View Street,CLAYTON,6743000,house,2013,2,1,2,SC_087,4.872,19915,0.958,38.77777777777778,0,hospital_076,1.064,S_170,0.767
5180,-37.856003,144.818258,4 Deavey Court,ALTONA,6215000,house,2015,3,1,2,SC_033,4.115,19925,1.102,32.2,0,hospital_141,6.481,S_128,1.688
14856,-37.753213,144.893454,8a Bradshaw Street,ESSENDON,15730000,house,2015,4,3,3,SC_052,2.28,20037,2.026,20.88235294117647,0,hospital_184,1.588,S_197,1.782
79353,-37.943396,145.159479,76 Birmingham Street,SPRINGVALE,7540000,house,2013,3,1,2,SC_073,4.742,19913,0.862,43.958333333333336,0,hospital_124,3.522,S_075,1.318
90482,-37.968045,145.057877,3 Holmby Road,CHELTENHAM,10716000,house,2010,4,2,1,SC_079,2.57,19866,0.33,36.65,0,hospital_082,0.849,S_023,0.972
82396,-37.99385,145.23793,74 Power Road,DOVETON,3900000,house,2015,3,2,0,SC_077,1.556,19888,2.512,53.81818181818182,0,hospital_119,1.926,S_184,2.021
71631,-37.86271286,145.2176209,5 The Rise,WANTIRNA,5180000,house,2009,4,3,2,SC_067,4.791,19871,4.501,45.90909090909091,0,hospital_008,1.681,S_226,0.521
3131,-37.818168,144.867942,224 Roberts Street,YARRAVILLE,8560000,house,2016,3,1,2,SC_033,2.09,19996,1.951,15.545454545454545,0,hospital_056,3.216,S_056,2.692
21258,-37.760105,144.969635,45 Crisp Avenue,BRUNSWICK,12256000,house,2010,3,1,2,SC_030,3.529,19967,0.798,23.0,0,hospital_144,0.446,S_074,1.372
69932,-37.87323761,145.0955963,31 Power Avenue,ASHWOOD,6760000,house,2008,2,1,1,SC_042,0.581,19839,0.453,25.928571428571427,0,hospital_098,1.394,S_112,0.774
20876,-37.762275,144.956499,25 Ford Street,BRUNSWICK,6464000,house,2010,3,1,0,SC_030,3.372,19967,0.386,23.0,0,hospital_011,0.869,S_074,0.893
77656,-37.927994,145.184539,2 Rokeby Crescent,MULGRAVE,6570000,house,2011,3,2,2,SC_073,2.422,19913,3.631,43.958333333333336,0,hospital_161,2.773,S_067,0.957
73212,-37.8640857,145.2725081,2/26 Rankin Road,BORONIA,8890000,house,2011,3,2,2,SC_049,4.61,19869,1.119,53.0,0,hospital_049,0.912,S_024,1.094
95567,-37.908639,145.046808,33 Lewis Street,ORMOND,15840000,house,2015,3,2,1,SC_041,2.856,19940,0.77,36.5,0,hospital_159,2.323,S_107,1.281
63962,-37.783494,145.271404,22 Plymouth Road,CROYDON,4850000,house,2016,3,1,1,SC_022,2.017,19878,1.556,50.63636363636363,0,hospital_164,3.038,S_181,1.628
30209,-37.7675,145.009086,52 Kellett Street,NORTHCOTE,8960000,house,2016,3,1,2,SC_001,2.878,20015,1.124,21.0,0,hospital_035,0.522,S_105,1.891
51070,-37.785781,145.119566,23  Bayley Grove,DONCASTER,12640000,house,2014,4,2,1,SC_091,0.583,20042,3.726,30.441176470588236,0,hospital_194,1.437,S_188,0.413
1967,-37.785687,144.866538,2/38 Churchill Ave,MAIDSTONE,5500000,house,2015,4,1,2,SC_043,0.991,20022,1.543,21.6,0,hospital_056,1.918,S_149,0.992
21657,-37.7615509,144.9703064,95 Albion Street,BRUNSWICK,5355000,house,2009,3,1,1,SC_030,3.699,19967,0.848,23.0,0,hospital_144,0.58,S_074,1.291
59785,-37.812904,145.209664,3 Edgerton Road,MITCHAM,3200000,house,2013,3,1,1,SC_032,1.684,19901,0.721,41.22222222222222,0,hospital_010,1.396,S_040,1.682
54516,-37.832634,145.039533,42 Illawarra Road,HAWTHORN,25950000,house,2013,3,1,1,SC_083,1.398,19910,0.967,12.928571428571429,0,hospital_127,0.952,S_208,1.455
84872,-37.874625,144.986923,32 Milton Street,ELWOOD,27450000,house,2016,3,2,2,SC_015,0.857,19955,0.744,15.0,0,hospital_087,1.517,S_133,0.564
22337,-37.732624,144.972585,23 Golf Road,COBURG NORTH,7368000,house,2011,3,1,3,SC_030,1.977,19964,0.864,30.0,0,hospital_144,2.656,S_030,1.024
21104,-37.772209,144.963625,35 Charles Street,BRUNSWICK,14875000,house,2016,2,1,1,SC_011,4.329,19969,0.531,20.0,0,hospital_102,1.877,S_074,0.416
68035,-37.850235,145.025263,3 Denham Place,TOORAK,17680000,house,2011,3,2,1,SC_038,1.842,19945,0.867,23.583333333333332,0,hospital_132,1.503,S_235,1.154
8321,-37.747885,144.746997,24 Strickland Crescent,BURNSIDE,6290000,house,2010,3,2,2,SC_048,1.73,20001,4.607,36.05882352941177,0,hospital_057,6.105,S_156,0.839
23599,-37.649294,144.905045,35 Dunfermline Avenue,GREENVALE,10125000,house,2011,4,3,0,SC_072,1.522,44817,2.264,39.92857142857143,0,hospital_104,1.364,S_211,2.296
19315,-37.656273,144.934619,107 Kyabram Street,COOLAROO,3840000,house,2011,3,1,1,SC_072,1.254,44817,0.92,39.92857142857143,0,hospital_104,1.397,S_153,2.684
26408,-37.585752,144.902784,3 Tamarin Street,CRAIGIEBURN,4144000,house,2012,4,2,2,SC_016,1.256,40221,3.998,45.92857142857143,0,hospital_104,7.395,S_178,2.903
69826,-37.8649559,145.1085053,26 Lavidge Road,ASHWOOD,10432000,house,2009,2,1,2,SC_042,2.033,19840,1.013,27.933333333333334,0,hospital_089,1.514,S_112,1.306
54244,-37.830931,145.034828,20 Glen Street,HAWTHORN,24700000,house,2011,5,2,2,SC_083,1.167,19910,1.008,12.928571428571429,0,hospital_127,0.662,S_208,1.222
46372,-37.718173,145.150435,1/37 York Street,ELTHAM,5200000,house,2011,3,1,1,SC_051,5.021,19987,0.564,44.0,0,hospital_075,4.185,S_194,0.754
55549,-37.838656,145.061265,33 Rowell Avenue,CAMBERWELL,9142000,house,2010,3,2,2,SC_099,1.618,19851,0.859,29.714285714285715,0,hospital_168,0.986,S_160,0.948
62366,-37.81203461,145.2331085,9 Bardia Street,RINGWOOD,5488000,house,2008,3,1,2,SC_032,0.386,19902,0.562,43.22222222222222,0,hospital_105,0.882,S_190,0.232
80347,-37.99557,145.168035,5 Sunnyvale Crescent,KEYSBOROUGH,6825000,house,2014,3,1,2,SC_057,0.562,19889,2.827,50.57142857142857,0,hospital_096,0.339,S_079,0.477
81185,-37.980738,145.22509,33 Grace Avenue,DANDENONG,3656000,house,2015,3,1,1,SC_112,1.128,19888,1.695,53.81818181818182,0,hospital_119,0.726,S_183,1.012
35916,-37.680994,145.035861,2 Bickley Avenue,THOMASTOWN,4901000,house,2010,3,1,2,SC_062,5.457,20007,1.903,38.083333333333336,0,hospital_041,2.655,S_228,1.898
67230,-37.7591114,145.358632,22 Bellevue,LILYDALE,2275000,house,2013,3,1,2,SC_084,3.935,19876,1.041,59.666666666666664,0,hospital_113,0.465,S_233,0.77
95756,-37.928906,145.043885,40 Fromer Street,BENTLEIGH,18480000,house,2015,3,2,2,SC_046,1.276,19938,0.849,39.416666666666664,0,hospital_110,0.775,S_107,1.055
3241,-37.810829,144.896303,27 Princess Street,YARRAVILLE,22780000,house,2015,3,1,2,SC_043,3.608,19997,0.21,14.545454545454545,0,hospital_056,2.161,S_201,1.132
44672,-37.684021,145.11122,23  Glenwood Drive,GREENSBOROUGH,11024000,house,2015,4,2,2,SC_062,4.254,19985,2.234,37.86666666666667,0,hospital_075,2.397,S_051,2.175
53997,-37.81523132,145.029068,10 Hawthorn Grove,HAWTHORN,9180000,house,2009,4,3,2,SC_083,0.818,19905,0.913,18.823529411764707,0,hospital_086,0.486,S_208,0.77
55071,-37.84204483,145.0672455,15 Orange Grove,CAMBERWELL,10170000,house,2007,2,1,2,SC_099,2.13,19851,0.754,29.714285714285715,0,hospital_168,1.166,S_160,0.851
50951,-37.776701,145.113012,1B Marianne Way,DONCASTER,10400000,house,2014,4,2,2,SC_091,1.625,20042,4.791,30.441176470588236,0,hospital_194,0.422,S_046,0.359
33541,-37.708178,145.031701,10 Ramleh Road,RESERVOIR,6266000,house,2015,5,2,2,SC_047,3.383,20009,1.954,33.083333333333336,0,hospital_025,1.407,S_225,1.881
19221,-37.689923,144.933921,8 Trethowan Street,BROADMEADOWS,3311000,house,2015,3,1,1,SC_059,4.318,20030,1.474,36.875,0,hospital_104,4.526,S_153,1.704
16695,-37.70722,144.926213,19 Harold Street,GLENROY,7365000,house,2011,3,1,0,SC_082,3.49,20032,0.846,32.875,0,hospital_184,4.326,S_209,0.238
83347,-37.853093,145.004943,1 Kent Lane,PRAHRAN,7425000,house,2014,2,1,1,SC_066,1.189,19946,0.829,22.583333333333332,0,hospital_132,0.365,S_115,0.563
51973,-37.80527496,145.1985016,62 Chippewa Avenue,DONVALE,6380000,house,2009,4,2,0,SC_088,2.284,19900,1.529,39.5,0,hospital_070,0.654,S_040,2.762
17476,-37.701481,144.936046,58 Maude Avenue,GLENROY,4851000,house,2013,3,1,0,SC_030,3.659,20032,1.693,32.875,0,hospital_184,5.299,S_004,0.661
25427,-37.592846,144.921719,14 Silverton Court,CRAIGIEBURN,3087000,house,2010,3,1,2,SC_016,0.696,40221,2.151,45.92857142857143,0,hospital_104,6.441,S_178,1.091
89863,-37.968371,145.075573,11 Allnutt Court,CHELTENHAM,5490000,house,2011,3,1,2,SC_003,1.223,19865,1.758,38.9,0,hospital_109,0.646,S_003,1.754
76576,-37.91345215,145.1160431,1414 North Road,CLAYTON,4500000,house,2008,2,1,0,SC_087,4.114,19916,1.232,35.851851851851855,0,hospital_065,0.739,S_169,1.408
20264,-37.80434,144.964531,99 Cardigan Street,CARLTON,19760000,house,2015,3,2,1,SC_007,0.939,19842,0.646,7.371859296482412,0,hospital_188,0.512,S_044,0.711
90372,-37.973405,145.070338,25 Harpley Street,CHELTENHAM,5840000,house,2010,3,1,3,SC_003,1.663,19865,1.045,38.9,0,hospital_133,0.94,S_011,1.143
49348,-37.808861,145.09125,3 Beckett Street,BALWYN,12800000,house,2014,2,1,2,SC_020,2.911,19896,1.721,33.63636363636363,0,hospital_117,2.232,S_136,1.055
67569,-37.739093,145.341016,53 Kingsburgh Lane,LILYDALE,4860000,house,2010,5,2,2,SC_084,3.191,19876,1.921,59.666666666666664,0,hospital_151,2.038,S_233,2.248
26570,-37.609769,144.913773,33 Tusmore Rise,CRAIGIEBURN,5661000,house,2015,3,1,1,SC_016,1.881,40221,2.752,45.92857142857143,0,hospital_104,4.593,S_178,2.503
51475,-37.779071,145.129411,49 Winston Drive,DONCASTER,13000000,house,2015,4,2,3,SC_091,0.941,20042,4.524,30.441176470588236,0,hospital_194,1.403,S_188,1.003
44467,-37.716705,145.101626,187 Elder Street,GREENSBOROUGH,5712000,house,2010,2,1,1,SC_017,5.234,19985,1.535,37.86666666666667,0,hospital_075,1.342,S_020,1.344
66114,-37.791692,145.324815,26 Masefield Avenue,MOOROOLBARK,3710000,house,2010,3,2,1,SC_022,3.762,19877,1.338,54.5,0,hospital_113,4.23,S_224,1.724
12557,-37.697891,144.765217,2 Hodder Court,SYDENHAM,10795000,house,2016,4,2,2,SC_048,4.427,20000,0.868,39.05882352941177,0,hospital_057,8.209,S_094,1.088
61147,-37.803466,145.232026,104 Warrandyte Road,RINGWOOD,8010000,house,2015,3,1,2,SC_032,1.072,19902,1.409,43.22222222222222,0,hospital_105,1.294,S_190,0.892
44014,-37.702148,145.098244,1/23 Jessop Street,GREENSBOROUGH,5220000,house,2013,3,2,2,SC_062,5.729,19985,0.904,37.86666666666667,0,hospital_075,0.749,S_020,0.326
39108,-37.7502388,145.0355456,1/37 Wilkinson Crescent,BELLFIELD,6495000,house,2013,2,1,1,SC_047,1.38,19934,2.197,25.076923076923077,0,hospital_090,1.152,S_219,2.077
91780,-37.988821,145.045783,7 Beach Road,BEAUMARIS,13566000,house,2013,4,2,2,SC_003,4.278,19865,1.869,38.9,0,hospital_055,1.128,S_011,1.669
19816,-37.676891,144.901464,7 Gwilt Street,WESTMEADOWS,6630000,house,2011,4,2,2,SC_059,1.925,20030,1.74,36.875,0,hospital_104,3.36,S_153,1.783
52086,-37.825509,145.005795,10/75 Edinburgh Street,RICHMOND,2496000,house,2010,1,1,0,SC_038,1.691,19906,0.276,12.774193548387096,0,hospital_122,0.641,S_102,1.666
1247,-37.797583,144.901113,6 Leeds Street,FOOTSCRAY,9180000,house,2016,2,1,0,SC_011,2.147,20025,0.431,14.146341463414634,0,hospital_003,1.211,S_201,0.446
42410,-37.74856949,145.0736237,58 Hodgson Street,HEIDELBERG,10421000,house,2009,4,2,3,SC_017,0.918,19936,0.914,27.9375,0,hospital_066,1.28,S_100,1.264
71498,-37.857929,145.239074,39 Brentwood Drive,WANTIRNA,8024000,house,2013,3,2,2,SC_032,5.109,19870,3.127,49.90909090909091,0,hospital_179,1.386,S_226,1.918
19323,-37.663587,144.930252,11 Wimba Court,COOLAROO,4480000,house,2016,3,1,1,SC_072,1.594,44817,0.469,39.92857142857143,0,hospital_104,1.676,S_153,1.783
26864,-37.590862,144.929672,4 Waverley Court,CRAIGIEBURN,4130000,house,2015,3,1,2,SC_110,1.211,40221,1.714,45.92857142857143,0,hospital_104,6.71,S_178,0.517
55010,-37.846582,145.085185,1-3 Oberwyl Road,CAMBERWELL,5457000,house,2009,4,2,2,SC_099,3.439,19849,0.69,33.714285714285715,0,hospital_089,1.442,S_160,1.794
73081,-37.848687,145.297609,18 Mitchell Avenue,BORONIA,6175000,house,2014,3,1,3,SC_049,5.175,19869,1.751,53.0,0,hospital_049,2.028,S_146,1.799
83967,-37.849745,144.988274,4 Burns Street,PRAHRAN,13420000,house,2015,2,1,0,SC_066,0.54,19958,0.142,9.0,0,hospital_155,0.421,S_115,1.506
60594,-37.843611,145.185122,21 Marleigh Street,VERMONT,8925000,house,2011,3,1,1,SC_088,2.747,19899,2.715,36.592592592592595,0,hospital_192,2.265,S_066,2.012
24725,-37.673181,144.969252,3 Sylvan Way,CAMPBELLFIELD,2856000,house,2016,3,1,2,SC_072,4.839,19960,2.135,39.0,0,hospital_053,4.808,S_161,2.061
12506,-37.688182,144.760148,19 Dunraven Court,SYDENHAM,6851000,house,2012,3,2,1,SC_048,5.248,20000,1.899,39.05882352941177,0,hospital_057,9.364,S_163,0.955
41624,-37.740549,145.088557,15 Christine Street,VIEWBANK,6975000,house,2016,3,1,2,SC_017,2.445,19936,1.99,27.9375,0,hospital_066,2.869,S_100,2.726
69911,-37.86867523,145.0839844,30 Alamein Avenue,ASHBURTON,8940000,house,2009,3,2,2,SC_042,1.169,19847,0.382,36.714285714285715,0,hospital_098,0.532,S_112,0.894
49715,-37.807775,145.070217,71 Gordon Street,BALWYN,18810000,house,2009,3,2,2,SC_099,2.133,19892,2.025,26.583333333333332,0,hospital_064,1.93,S_137,1.704
41085,-37.714382,145.02811,7 Parkhaven Avenue,KINGSBURY,26520000,house,2010,3,2,1,SC_047,2.697,20009,1.789,33.083333333333336,0,hospital_025,1.357,S_225,1.173
30864,-37.75671387,145.0026398,18 Mansfield Street,THORNBURY,7458000,house,2008,3,1,0,SC_103,1.908,20014,0.403,23.0,0,hospital_035,0.828,S_105,0.634
26684,-37.577308,144.935203,38 Creighton Way,CRAIGIEBURN,2960000,house,2010,3,2,2,SC_005,1.337,40221,2.821,45.92857142857143,0,hospital_104,8.273,S_178,1.861
37827,-37.62719,145.031882,9 Cascade Crescent,EPPING,4224000,house,2009,3,2,2,SC_062,5.456,20005,2.809,42.833333333333336,0,hospital_053,3.035,S_196,2.274
95696,-37.90977859,145.0292511,39a McKinnon Road,MCKINNON,7700000,house,2008,2,1,2,SC_046,3.403,19940,0.797,36.5,0,hospital_126,1.34,S_107,1.566
65548,-37.77248383,145.3132324,1 Sheridan Avenue,MOOROOLBARK,3660000,house,2009,3,2,2,SC_084,1.597,19877,1.367,54.5,0,hospital_113,3.839,S_168,1.568
44984,-37.68162155,145.1167297,38 Melliodora Crescent,GREENSBOROUGH,9300000,house,2008,5,2,2,SC_051,3.89,19985,2.596,37.86666666666667,0,hospital_075,2.786,S_051,1.726
5550,-37.79027557,144.8548126,17 Garden Drive,BRAYBROOK,9310000,house,2009,4,3,2,SC_043,0.699,20022,1.229,21.6,0,hospital_174,2.41,S_149,0.699
28954,-37.808911,144.997028,27 William Street,ABBOTSFORD,9000000,house,2012,3,1,2,SC_068,2.289,19977,0.431,7.764705882352941,0,hospital_134,0.663,S_076,0.149
14320,-37.757498,144.895749,34 Fawkner Street,ABERFELDIE,10720000,house,2011,2,1,1,SC_085,1.862,20037,1.807,20.88235294117647,0,hospital_184,1.88,S_049,1.839
10370,-37.78348541,144.92836,3 Waltham Street,FLEMINGTON,6035000,house,2008,2,1,0,SC_011,1.082,20040,0.431,14.875,0,hospital_007,1.065,S_086,0.413
49794,-37.804279,145.062247,998 Burke Road,BALWYN,13200000,house,2011,4,2,2,SC_099,2.264,19892,2.462,26.583333333333332,0,hospital_064,1.321,S_137,1.263
67966,-37.841228,145.029392,21 Power Avenue,TOORAK,5970000,house,2016,4,2,2,SC_038,1.86,19910,0.393,12.928571428571429,0,hospital_127,1.867,S_102,1.862
